text,label,text_clean
mengurusi bendera mulu nih tentara banci . yang bakar bendera di papua berani tidak . kalian cuma nampak hebat kalau pakai senjata .,negative,mengurusi bendera mulu tentara banci bakar bendera papua berani tidak kalian cuma menampak hebat kalau pakai senjata
"jangan mudah percaya dengan siapapun yang mengaku telah pindah ke agama mu , lantas ia menyerang golongan - 2 di dalam agama mu",negative,jangan mudah percaya siapapun mengaku pindah agama mu lantas menyerang golongan agama mu
"sangat berkesan dan menyenangkan . pelayanan nya juga sangat baik . saat datang kami disuguhi aneka roti dan cheese stick untuk snack serta segelas air putih yang selalu direfill otomatis oleh waiter / waitress nya . makanan nya enak dan banyak pilihan . di tengah-tengah makan , pelayan nya datang dan menanyakan bagaimana makanan yang kami santap , apakah enak atau tidak . bahkan saya sempat perhatikan , setiap tamu meninggalkan tempat mereka selalu memberikan senyum atau acungan jempol .",positive,sangat berkesan menyenangkan pelayanan sangat baik datang disuguhi aneka roti cheese stick makanan ringan se a segelas air putih selalu direfill otomatis waiter waitress makanan enak banyak pilihan tengah tengah makan pelayan datang menanyakan bagaimana makanan santap enak tidak bahkan sempat perhatikan tamu meninggalkan tempat selalu memberikan senyum acungan jempol
"kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini , meskipun ada beberapa yang besan mi yamin , anda boleh coba juga nasi goreng nya",neutral,kwetiau goreng teh tarik menjadi pilihan makanan sini meskipun beberapa besan mi yamin boleh coba nasi goreng
"bagi anda-anda yang sedang berwisata ke kota bandung , jangan melewati tempat ini . lokasi nya percis di jalan braga hanya saja untuk parkiran mobil sedikit sulit di jam-jam tertentu . bagi anda yang menyukai fotografi di sini bisa di jadikan momen untuk berfoto , selain itu makan dan minum yang di sajikan mengingat seperti tempoe doloe dengan gaya classis , dengan gedung ornaman .",positive,sedang berwisata kota bandung jangan melewati tempat lokasi percis jalan braga hanya parkiran mobil sedikit sulit jam jam te entu menyukai fotografi sini bisa jadikan momen berfoto selain makan minum sajikan mengingat sepe i tempoe doloe gaya classis gedung ornaman
daging nya begitu empuk dengan kuah kental yang menggoda menjadikan selera makan bertambah . ditambah lagi kematangan daging yang cukup menjadikan restoran ini patut untuk dikunjungi,positive,daging empuk kuah kental menggoda menjadikan selera makan be ambah ditambah kematangan daging cukup menjadikan restoran patut dikunjungi
"media bukan alat propaganda politik waktu itu , propaganda pembangunan mang iya , isu keluarga cendana bisnis , mas 10 percent untuk bu tren , setiap kasus ditudingkan ke pak harto , zaman itu juga merebak , sangat powerful tapi tidak mengatur isi media , kecuali eka-eki , dihabisi",negative,media bukan alat propaganda politik waktu propaganda pembangunan mang iya isu keluarga cendana bisnis mas percent bu tren kasus ditudingkan pak apa o zaman merebak sangat powerful tapi tidak mengatur isi media eka eki dihabisi
"berlokasi di braga citywalk lantai dasar . kita dapat memilih beberapa menu kuliner favourite dari kota kembang . harga cukup terjangkau dengan suasana yang romantis dan rasa yang cukup menggoyang lidah . hanya jangan terlalu malam , karena beberapa menu favourite cepat habis",positive,berlokasi braga citywalk lantai dasar dapat memilih beberapa menu kuliner favorit kota kembang harga cukup terjangkau suasana romantis rasa cukup menggoyang lidah hanya jangan terlalu malam beberapa menu favorit cepat habis
"meja favorit saya adalah yang berada di luar , menikmati makanan dengan menikmati pemandangan jalanan braga , apalagi sore atau malam hari . saya like it . jangan takut , suasana dan makanan yang enak begini tidak perlu ditebus dengan harga yang menguras kantong .",positive,meja favorit berada luar menikmati makanan menikmati pemandangan jalanan braga sore malam hari like it jangan takut suasana makanan enak begini tidak perlu ditebus harga menguras kantong
itu logo pt railink bang . joint venture antara pt kami dengan angkasa pura,neutral,logo pt railink bang joint venture pt angkasa pura
"yang jelas harga murah , rasa enak standard tidak luar biasa , pelayanan kurang bagus , lama , tidak cepat tanggap dan bertanya terus mungkin rata rata resto di indonesia seperti ini . lokasi strategis tapi layout resto sangat dipaksakan kurang nyaman . kesimpulan kalau cari makan di daerah juanda dan sekitar nya tidak salah pilih bebek van java",negative,jelas harga murah rasa enak standard tidak luar biasa pelayanan kurang bagus lama tidak cepat tanggap be anya terus mungkin rata rata resto indonesia sepe i lokasi strategis tapi layout resto sangat dipaksakan kurang nyaman kesimpulan kalau cari makan daerah juanda tidak salah pilih bebek van java
"kalah telak di pilkada jawa , gerindra harus pertimbangkan capres alternatif",neutral,kalah telak pilihan kepala daerah jawa gerindra harus pe imbangkan calon presiden alternatif
"suasana kampung daun pada malam hari keren banget ! perasaan seperti dibawa ke pasar malam yang ada di desa . kerja bagus ! x untuk makanan , maaf ya , standar saja . banyak yang jauh lebih enak . mungkin saya akan kembali membawa teman atau kerabat dari luar negeri untuk datang ke sana . lupakan sejenak mengenai rasa masakan . rasakan suasana nya . awesome !",positive,suasana kampung daun malam hari keren banget perasaan sepe i dibawa pasar malam desa kerja bagus x makanan maaf standar banyak jauh lebih enak mungkin membawa teman kerabat luar negeri datang sana lupakan sejenak mengenai rasa masakan rasakan suasana awesome
"positif : murah enak kenyang , gratis tambah nasi negatif : tempat alakadar nya , nasi nya tidak lezat . saya bersama kawan menikmati makan malam di sini . parkir penuh . tapi karena lapar saya memaksakan untuk mencoba nya . saya menyukai sop bebek nya . gurih walau terlalu asin . bebek bakar nya pun enak . hanya nasi nya saja yang tidak terlalu lezat . terkesan beras murah . tapi saya akan kembali lagi untuk .",positive,positif murah enak kenyang gratis tambah nasi negatif tempat alakadar nasi tidak lezat bersama kawan menikmati makan malam sini parkir penuh tapi lapar memaksakan mencoba menyukai sop bebek gurih terlalu asin bebek bakar enak hanya nasi tidak terlalu lezat terkesan beras murah tapi
"lokasi nya tersembunyi , butuh ketelitian untuk menemukan nya . di dalam nya pemandangan indah , terutama di bagian di luar . malam hari bisa melihat kelap-kelip lampu bandung dibwah sana . furniture kayu - nya bagus-bagus , mungkin karena sekaligus merangkap sebagai showroom furniture kayu .",positive,lokasi tersembunyi butuh ketelitian menemukan pemandangan indah terutama bagian luar malam hari bisa melihat kelap kelip lampu bandung dibwah sana furniture kayu bagus bagus mungkin sekaligus merangkap showroom furniture kayu
sumpah ini handphone lenovo ku awet sekali sudah jatuh berkali-kali tetap menyala dong,positive,sumpah handphone lenovo ku awet sekali jatuh berkali kali tetap menyala dong
"malam-malam di bandung mau cari makan sambil mengobrol di sini tempat nya . buka tengah malam , makanan yang disedikan bermacam macam mi instan dengan macam-macam olahan kreasi . patut dicoba !",positive,malam malam bandung mau cari makan mengobrol sini tempat buka tengah malam makanan disedikan bermacam macam mi instan macam macam olahan kreasi patut dicoba
"penting dan sebarkan negeri ku yang sudah sakit , kala oknum aparat jadi keparat , yang benar di salahkan dan yang salah di benarkan",negative,penting sebarkan negeri ku sakit kala oknum aparat jadi keparat benar salahkan salah benarkan
iya ti 120 ribu . saya juga sudah cek tokopedia resmi nya jeketi .,neutral,iya ti ribu cek tokopedia resmi jakarta
maka dari itu kualitas anak zaman sekarang seperti ketua bek ui yang kosong otak nya,negative,kualitas anak zaman sekarang sepe i ketua bek oi kosong otak
"makanan tidak enak , kopyor banyak binatang nya dan gumpalan berisi minyak , sop buntut kuah nya rasa mecin , pelayan tidak membantu dan lama , dan makanan bisa dibilang cukup mahal . 1 star hanya untuk pemandangan . real not rekomendasi",negative,makanan tidak enak kopyor banyak binatang gumpalan berisi minyak sop buntut kuah rasa micin pelayan tidak membantu lama makanan bisa dibilang cukup mahal star hanya pemandangan real not rekomendasi
"merupakan resto vintage dengan harga yang cukup terjangkau . pasar dan pilihan es krim nya sangat bervariasi serta enak . rhum raisin merupakan salah satu pilihan es krim yang cukup direkomendasikan . untuk pastry , eclair dan picnic roll nya dapat membuat ketagihan . selain makanan penutup , resto ini juga menyediakan makanan utama yang bervariasi .",positive,merupakan resto vintage harga cukup terjangkau pasar pilihan es krim sangat bervariasi se a enak rhum enggak malu merupakan salah satu pilihan es krim cukup direkomendasikan pastry eclair picnic gulungan dapat membuat ketagihan selain makanan penutup resto menyediakan makanan utama bervariasi
"muka nya saja sudah kayak iblis , hukum mati saja anak itu .",negative,muka iblis hukum mati anak
"menjual aneka macam jus segar yang diolah dari buah-buahan segar . letak nya di sebrang bip , harga nya tidak semahal jus yang dijual di bip .",positive,menjual aneka macam jus segar diolah buah buahan segar letak seberang bip harga tidak semahal jus dijual bip
untuk acara besar dan menguras kocek . cuma lu dapat banget terlihat kota bandung nya . pilih yang paling ujung . kalau bisa pesan dulu kalau akhir pekan . dijamin tidak dapat kursi . di sini termasuk nya mahal . cuma sebanding sih dengan rasanya . mantap abis,positive,acara besar menguras kocek cuma kamu dapat banget terlihat kota bandung pilih paling ujung kalau bisa pesan dulu kalau akhir pekan dijamin tidak dapat kursi sini termasuk mahal cuma sebanding rasanya mantap habis
"tadi naik dari halte gbk petugas nya ramah , sopan bertanya alamat diarahkan bahasa nya baik , mau membantu turnanetra sampai naik bus nya , mudah-mudahan petugas lain bisa contoh biar tidak galak lagi transjakarta",positive,tadi naik halte gelora bung karno petugas ramah sopan be anya alamat diarahkan bahasa baik mau membantu turnanetra naik bus mudah mudahan petugas bisa contoh tidak galak transjaka a
"gnpf fpi fui pas jamaah ansharut tauhid mmi penceramah yang sering mendiskreditkan pemerintah , menghina dan mengharamkan orang atau kelompok lain .",negative,gerakan nasional pengawal fatwa front pembela islam huh pas jamaah ansharut tauhid mmi penceramah sering mendiskreditkan pemerintah menghina mengharamkan orang kelompok
"aku hanya takut kita bosan , karena bosan merupakan salah satu alasan ada nya perpecahan ;",negative,aku hanya takut bosan bosan merupakan salah satu alasan perpecahan
berkunjung ke tempat ini karena ajakan dari teman . tempat makan ini setidaknya buka pukul 10 malam . terlihat beberap menu yang cukup unik . dari segi rasa cukup mantap . es durian merupakan menu yang wajib dicoba bagi pecinta durian .,positive,berkunjung tempat ajakan teman tempat makan setidaknya buka pukul malam terlihat beberap menu cukup unik segi rasa cukup mantap es durian merupakan menu wajib dicoba pencinta durian
"kita pesan lasagna dan fish dan chips . kedengeran nya seperti menu biasa , tetapi di sini beda . selain rasanya yang beda dari yang lain view nya yang oke banget . memang harga agak tinggi tetapi sesuai dengan rasa dan pelayanan nya . rekomendasi . terima kasih to aldi buat pelayanan nya yang bagus banget , sama arta terima kasih buat minuman nya enak sekali .",positive,pesan lasagna fish chips kedengaran sepe i menu biasa sini beda selain rasanya beda view oke banget memang harga agak tinggi sesuai rasa pelayanan rekomendasi terima kasih to aldi buat pelayanan bagus banget sama a a terima kasih buat minuman enak sekali
gue tidak pernah kesal sih sama pemimpin indonesia . karena gue tipe orang yang bisa percaya sama pemimpin gue sendiri . gue yakin mereka tidak selalu minus .,positive,tidak pernah kesal sama pemimpin indonesia tipe orang bisa percaya sama pemimpin sendiri yakin tidak selalu minus
"tempat nya nyaman , sangat windy tapi sejuk juga . konsep tempat nya bagus , vip room nya keren sekali . instagramable banget deh tempat nya . cocok untuk nongkrong-nongkrong nongkrong-nongkrong bareng teman , keluarga , pacar . makanan nya juga not bad , dan harga nya juga terjangkau . mbak kasir nya waktu itu ramah sekali . tidak keberatan deh kalau harus selalu ke ludwick , karena tempat nya posisi enak sekali hehe",positive,tempat nyaman sangat windy tapi sejuk konsep tempat bagus vip room keren sekali instagramable banget deh tempat cocok nongkrong nongkrong nongkrong nongkrong bareng teman keluarga pacar makanan not bad harga terjangkau mbak kasir waktu ramah sekali tidak keberatan deh kalau harus selalu ludwick tempat posisi enak sekali
aku cemburu karena lebih pantas aku untuk dapat jabatan itu,negative,aku cemburu lebih pantas aku dapat jabatan
"sengaja datang ke resto ini pada saat tidak ramai . umum nya menu nya sama dengan resto sunda lainnya . setelah tanya apa menu spesial nya : kami coba sup gurame , porsi nya mangkok besar . cukup untuk 3 orang , rasanya mantap , asam dam segar . sambal gurame nya juga sip . untuk sambal lai nya juga segar dan pedas . membuat by order . secara keseluruhan baik enak . hanya harga nya relatif mahal untuk resto sunda dengan lokasi di bandung .",positive,sengaja datang resto tidak ramai umum menu sama resto sunda lainnya tanya apa menu spesial coba sup gurame porsi mangkok besar cukup orang rasanya mantap asam dam segar sambal gurame sip sambal lai segar pedas membuat by order keseluruhan baik enak hanya harga relatif mahal resto sunda lokasi bandung
